location,category,chambres,salles_de_bains,superficie,type_de_transaction,date,price
"Sousse, Hammam Sousse",Appartements,1.0,1.0,34.0,À Louer,28 janvier 2020,450.0
"Sousse, M'saken",Maisons et Villas,2.0,1.0,100.0,À Vendre,28 janvier 2020,0.0
"Sousse, M'saken","Magasins, Commerces et Locaux industriels",1.0,1.0,1.0,À Vendre,28 janvier 2020,700.0
"Sousse, Sousse",Appartements,2.0,1.0,90.0,À Vendre,28 janvier 2020,175000.0
"Sousse, Sousse",Terrains et Fermes,,,,,28 janvier 2020,1400000.0
"Sousse, Sousse",Appartements,4.0,2.0,200.0,À Louer,28 janvier 2020,800.0
"Sousse, Sousse Jawhara",Bureaux et Plateaux,1.0,1.0,1.0,À Vendre,28 janvier 2020,0.0
"Sousse, Kantaoui",Appartements,1.0,1.0,60.0,À Louer,28 janvier 2020,550.0
"Sousse, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Sousse, Kantaoui",Maisons et Villas,11.0,7.0,590.0,À Vendre,28 janvier 2020,1280000.0
"Sousse, Sahloul",Appartements,2.0,1.0,110.0,À Louer,28 janvier 2020,600.0
"Sousse, Akouda",Appartements,2.0,1.0,167.0,À Vendre,28 janvier 2020,0.0
"Sousse, Sousse",Appartements,1.0,1.0,65.0,À Louer,28 janvier 2020,520.0
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Vendre,28 janvier 2020,0.0
"Sousse, Hammam Sousse",Maisons et Villas,1.0,1.0,1.0,À Vendre,28 janvier 2020,2230.0
"Sousse, Autres villes",Appartements,2.0,11.0,,À Louer,28 janvier 2020,0.0
"Sousse, Sousse","Magasins, Commerces et Locaux industriels",1.0,0.0,40.0,À Vendre,28 janvier 2020,60000.0
"Sousse, Kalaâ Sghira",Maisons et Villas,3.0,1.0,130.0,À Vendre,28 janvier 2020,0.0
"Sousse, Kantaoui",Appartements,3.0,2.0,150.0,À Louer,28 janvier 2020,1600.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,100.0,À Louer,28 janvier 2020,600.0
"Sousse, Enfidha",Terrains et Fermes,,,,,28 janvier 2020,550.0
"Sousse, Enfidha",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Sousse, Akouda",Appartements,3.0,2.0,78.0,À Vendre,28 janvier 2020,400000.0
"Sousse, Akouda",Maisons et Villas,3.0,2.0,500.0,À Louer,28 janvier 2020,2.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,85.0,À Louer,28 janvier 2020,700.0
"Sousse, Akouda",Maisons et Villas,4.0,3.0,752.0,À Vendre,28 janvier 2020,860000.0
"Sousse, Akouda",Appartements,1.0,1.0,43.0,À Vendre,28 janvier 2020,145000.0
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1.0,110.0,,À Louer,28 janvier 2020,1000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,28 janvier 2020,280000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,28 janvier 2020,489000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,28 janvier 2020,702000.0
"Sousse, Sousse Jawhara",Bureaux et Plateaux,2.0,1.0,70.0,À Louer,28 janvier 2020,500.0
"Sousse, Sousse",Bureaux et Plateaux,2.0,1.0,70.0,À Louer,28 janvier 2020,800.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,28 janvier 2020,180000.0
"Sousse, Sahloul",Bureaux et Plateaux,2.0,1.0,85.0,À Louer,28 janvier 2020,850.0
"Sousse, M'saken",Appartements,2.0,1.0,160.0,À Louer,28 janvier 2020,320.0
"Sousse, Hergla",Terrains et Fermes,,,,,28 janvier 2020,0.0
"Sousse, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,43.0,À Louer,28 janvier 2020,1000.0
"Sousse, Autres villes",Terrains et Fermes,,,,,28 janvier 2020,31600.0
"Sousse, Sahloul","Magasins, Commerces et Locaux industriels",1.0,50.0,,À Vendre,28 janvier 2020,280000.0
"Sousse, Sousse",Locations de vacances,1.0,1.0,120.0,À Louer,28 janvier 2020,0.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,80.0,À Vendre,28 janvier 2020,129000.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,100.0,À Louer,28 janvier 2020,500.0
"Sousse, Sahloul",Appartements,3.0,1.0,170.0,À Louer,28 janvier 2020,800.0
"Sousse, Hammam Sousse",Appartements,1.0,1.0,55.0,À Louer,28 janvier 2020,800.0
"Sousse, Akouda",Appartements,2.0,1.0,87.0,À Vendre,28 janvier 2020,236000.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,120.0,À Louer,28 janvier 2020,700.0
"Sousse, Sousse Riadh",Maisons et Villas,20.0,10.0,1000.0,À Louer,28 janvier 2020,6000.0
"Sousse, Zaouit-Ksibat Thrayett","Magasins, Commerces et Locaux industriels",1.0,1.0,1000.0,À Vendre,28 janvier 2020,1800000.0
"Sousse, Hergla",Terrains et Fermes,,,,,28 janvier 2020,46500.0
"Sousse, Kantaoui",Locations de vacances,2.0,1.0,60.0,À Louer,28 janvier 2020,50.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,80.0,À Louer,27 janvier 2020,0.0
"Sousse, Autres villes",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,450.0
"Sousse, Sousse",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,27 janvier 2020,210.0
"Sousse, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Sousse",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Sousse Riadh",Terrains et Fermes,,,,,27 janvier 2020,376000.0
"Sousse, Akouda","Magasins, Commerces et Locaux industriels",1.0,1.0,20.0,À Louer,27 janvier 2020,0.0
"Sousse, Akouda",Terrains et Fermes,,,,,27 janvier 2020,250.0
"Sousse, Sidi Bou Ali",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,27 janvier 2020,78705.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,27 janvier 2020,115275.0
"Sousse, Sousse Riadh",Maisons et Villas,4.0,1.0,120.0,À Vendre,27 janvier 2020,120000000.0
"Sousse, Sousse Jawhara",Appartements,3.0,2.0,270.0,À Louer,27 janvier 2020,0.0
"Sousse, Sahloul",Appartements,2.0,1.0,90.0,À Vendre,27 janvier 2020,94000.0
"Sousse, Sahloul",Appartements,3.0,1.0,235.0,À Vendre,27 janvier 2020,290000.0
"Sousse, Zaouit-Ksibat Thrayett",Maisons et Villas,-4.0,-2.0,360.0,À Vendre,27 janvier 2020,420000.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,27 janvier 2020,1.0
"Sousse, Kantaoui",Terrains et Fermes,,,,,27 janvier 2020,135.0
"Sousse, Sahloul",Appartements,3.0,1.0,135.0,À Louer,27 janvier 2020,1000.0
"Sousse, Sousse Jawhara",Appartements,1.0,1.0,50.0,À Louer,27 janvier 2020,290.0
"Sousse, Kalaâ Sghira",Appartements,3.0,2.0,130.0,À Louer,27 janvier 2020,0.0
"Sousse, Sahloul",Appartements,3.0,1.0,140.0,À Louer,27 janvier 2020,1000.0
"Sousse, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,200.0
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1.0,300.0,,À Vendre,27 janvier 2020,1.0
"Sousse, Hammam Sousse",Maisons et Villas,3.0,1.0,810.0,À Vendre,27 janvier 2020,3000000.0
"Sousse, Sousse",Appartements,5.0,5.0,430.0,À Vendre,27 janvier 2020,1600000.0
"Sousse, Sousse",Terrains et Fermes,,,,,27 janvier 2020,175000.0
"Sousse, Sousse Médina",Maisons et Villas,3.0,1.0,200.0,À Louer,27 janvier 2020,800.0
"Sousse, Kantaoui",Appartements,3.0,2.0,200.0,À Louer,27 janvier 2020,1000.0
"Sousse, Hammam Sousse",Terrains et Fermes,,,,,27 janvier 2020,292500.0
"Sousse, Sahloul",Appartements,4.0,2.0,210.0,À Vendre,27 janvier 2020,420000.0
"Sousse, Sousse Jawhara",Appartements,1.0,1.0,80.0,À Vendre,27 janvier 2020,205000.0
"Sousse, Sousse Riadh",Maisons et Villas,4.0,2.0,260.0,À Vendre,27 janvier 2020,240000.0
"Sousse, Akouda",Maisons et Villas,4.0,1.0,650.0,À Vendre,27 janvier 2020,420000.0
"Sousse, Sahloul",Appartements,2.0,1.0,125.0,À Vendre,27 janvier 2020,300000.0
"Sousse, Sousse Jawhara",Appartements,3.0,2.0,240.0,À Vendre,27 janvier 2020,350000.0
"Sousse, Akouda",Appartements,3.0,1.0,136.0,À Vendre,27 janvier 2020,250000.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,50.0,À Louer,27 janvier 2020,300.0
"Sousse, Sousse",Maisons et Villas,5.0,1.0,300.0,À Vendre,27 janvier 2020,25000000.0
"Sousse, Sousse",Maisons et Villas,2.0,1.0,247.0,À Vendre,27 janvier 2020,160000.0
"Sousse, Hergla",Appartements,2.0,2.0,230.0,À Vendre,27 janvier 2020,300000.0
"Sousse, Sousse Sidi Abdelhamid",Terrains et Fermes,,,,,27 janvier 2020,3000000.0
"Sousse, Sousse Jawhara",Appartements,3.0,1.0,1.0,À Louer,27 janvier 2020,0.0
"Sousse, Kantaoui",Locations de vacances,4.0,2.0,1000.0,À Louer,27 janvier 2020,0.0
"Sousse, Kantaoui",Appartements,2.0,2.0,100.0,À Louer,27 janvier 2020,1200.0
"Sousse, Akouda","Magasins, Commerces et Locaux industriels",1.0,2.0,300.0,À Louer,27 janvier 2020,1000.0
"Sousse, Akouda",Maisons et Villas,3.0,3.0,410.0,À Louer,27 janvier 2020,3500.0
"Sousse, Sousse Jawhara",Appartements,2.0,2.0,150.0,À Louer,27 janvier 2020,1500.0
"Sousse, Sahloul",Terrains et Fermes,,,,,27 janvier 2020,500000.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,130.0,À Louer,27 janvier 2020,850.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,81.0,À Vendre,27 janvier 2020,85000.0
"Sousse, Sahloul",Appartements,3.0,1.0,200.0,À Louer,27 janvier 2020,1100.0
"Sousse, Kalaâ Sghira",Terrains et Fermes,,,,,27 janvier 2020,70000.0
"Sousse, Hergla",Maisons et Villas,6.0,2.0,263.0,À Vendre,27 janvier 2020,230000.0
"Sousse, Akouda",Terrains et Fermes,,,,,27 janvier 2020,160000.0
"Sousse, Hergla",Appartements,2.0,1.0,105.0,À Vendre,27 janvier 2020,200000.0
"Sousse, Sahloul",Terrains et Fermes,,,,,27 janvier 2020,520000.0
"Sousse, Kantaoui",Maisons et Villas,3.0,3.0,200.0,À Louer,27 janvier 2020,1700.0
"Sousse, Kantaoui",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,650.0
"Sousse, Sahloul",Appartements,2.0,1.0,115.0,À Louer,27 janvier 2020,700.0
"Sousse, Sahloul","Magasins, Commerces et Locaux industriels",1.0,25.0,,À Louer,27 janvier 2020,500.0
"Sousse, Sahloul",Appartements,3.0,1.0,90.0,À Vendre,27 janvier 2020,80.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,27 janvier 2020,140000.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,140.0,À Louer,27 janvier 2020,600.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,108.0,À Vendre,27 janvier 2020,170000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,27 janvier 2020,305000.0
"Sousse, Sousse Jawhara",Appartements,3.0,2.0,141.0,À Vendre,27 janvier 2020,276000.0
"Sousse, Sahloul",Appartements,2.0,1.0,117.0,À Vendre,27 janvier 2020,175000.0
"Sousse, Sousse Jawhara",Appartements,4.0,2.0,240.0,À Vendre,27 janvier 2020,330000.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,170.0,À Louer,27 janvier 2020,500.0
"Sousse, Sousse Jawhara",Maisons et Villas,4.0,3.0,530.0,À Vendre,27 janvier 2020,620000.0
"Sousse, Akouda",Appartements,3.0,1.0,98.0,À Vendre,27 janvier 2020,175000.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,110.0,À Louer,27 janvier 2020,600.0
"Sousse, Bouficha",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Sousse, Sahloul",Maisons et Villas,2.0,1.0,200.0,À Louer,27 janvier 2020,0.0
"Sousse, Sousse Riadh",Appartements,,,,,27 janvier 2020,250.0
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,27 janvier 2020,101340.0
"Sousse, Sahloul",Appartements,3.0,2.0,130.0,À Vendre,27 janvier 2020,180000.0
"Sousse, Hammam Sousse",Appartements,2.0,2.0,100.0,À Louer,27 janvier 2020,850.0
"Sousse, Sousse",Maisons et Villas,2.0,1.0,120.0,À Louer,27 janvier 2020,600.0
"Sousse, Autres villes",Appartements,1.0,1.0,50.0,À Louer,27 janvier 2020,350.0
"Sousse, Sousse",Appartements,2.0,1.0,67.0,À Vendre,27 janvier 2020,155.0
"Sousse, Sousse Médina","Magasins, Commerces et Locaux industriels",1.0,1.0,22.0,À Louer,27 janvier 2020,400.0
"Sousse, Sousse",Bureaux et Plateaux,1.0,1.0,150.0,À Louer,27 janvier 2020,900.0
"Sousse, Sousse Sidi Abdelhamid",Appartements,2.0,1.0,80.0,À Vendre,26 janvier 2020,120000.0
"Sousse, Hammam Sousse",Maisons et Villas,3.0,2.0,100.0,À Vendre,26 janvier 2020,0.0
"Sousse, M'saken","Magasins, Commerces et Locaux industriels",2.0,1.0,600.0,À Vendre,26 janvier 2020,0.0
"Sousse, Hammam Sousse",Terrains et Fermes,,,,,26 janvier 2020,450.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,110.0,À Vendre,26 janvier 2020,160000.0
"Sousse, Akouda",Terrains et Fermes,,,,,26 janvier 2020,350.0
"Sousse, Sousse Riadh",Colocations,1.0,1.0,1.0,À Louer,26 janvier 2020,200.0
"Sousse, Sousse",Locations de vacances,1.0,1.0,35.0,À Louer,26 janvier 2020,40.0
"Sousse, Autres villes",Appartements,1.0,1.0,50.0,À Louer,26 janvier 2020,240.0
"Sousse, Sousse",Appartements,2.0,1.0,100.0,À Louer,26 janvier 2020,900.0
"Sousse, Sousse Riadh",Appartements,1.0,1.0,60.0,À Louer,26 janvier 2020,0.0
"Sousse, Sahloul",Appartements,2.0,1.0,110.0,À Louer,26 janvier 2020,670.0
"Sousse, Kantaoui",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Sousse, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,200.0
"Sousse, Hergla",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Sousse, Sahloul",Appartements,3.0,1.0,240.0,À Louer,26 janvier 2020,1000.0
"Sousse, Hammam Sousse",Maisons et Villas,3.0,2.0,362.0,À Vendre,26 janvier 2020,540000.0
"Sousse, Autres villes",Locations de vacances,1.0,0.0,0.0,À Louer,26 janvier 2020,58651184.0
"Sousse, Sidi Bou Ali",Terrains et Fermes,,,,,26 janvier 2020,120.0
"Sousse, Hergla",Appartements,1.0,1.0,80.0,À Louer,26 janvier 2020,0.0
"Sousse, Kantaoui",Appartements,2.0,2.0,100.0,À Louer,26 janvier 2020,1200.0
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",1.0,1.0,90.0,À Vendre,26 janvier 2020,90000.0
"Sousse, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,32400.0
"Sousse, Akouda",Terrains et Fermes,,,,,26 janvier 2020,350.0
"Sousse, Sousse Riadh","Magasins, Commerces et Locaux industriels",,,,,26 janvier 2020,19.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,80.0,À Louer,26 janvier 2020,600.0
"Sousse, M'saken",Appartements,1.0,1.0,,À Vendre,26 janvier 2020,0.0
"Sousse, Kantaoui",Maisons et Villas,3.0,2.0,250.0,À Louer,26 janvier 2020,1800.0
"Sousse, Hammam Sousse",Appartements,3.0,2.0,150.0,À Louer,26 janvier 2020,700.0
"Sousse, Sahloul",Appartements,1.0,1.0,83.0,À Louer,26 janvier 2020,550.0
"Sousse, Autres villes",Appartements,1.0,1.0,1.0,À Louer,26 janvier 2020,111111.0
"Sousse, Akouda",Maisons et Villas,4.0,2.0,165.0,À Vendre,25 janvier 2020,340.0
"Sousse, Autres villes",Appartements,2.0,1.0,90.0,À Louer,25 janvier 2020,450.0
"Sousse, Enfidha",Appartements,2.0,1.0,105.0,À Louer,25 janvier 2020,0.0
"Sousse, Sidi Bou Ali",Terrains et Fermes,,,,,25 janvier 2020,0.0
"Sousse, Zaouit-Ksibat Thrayett",Terrains et Fermes,,,,,25 janvier 2020,160000.0
"Sousse, Kalaâ Sghira",Appartements,2.0,1.0,100.0,À Vendre,25 janvier 2020,55.0
"Sousse, Kalaâ Kebira",Maisons et Villas,3.0,2.0,150.0,À Vendre,25 janvier 2020,150000.0
"Sousse, Autres villes",Appartements,3.0,1.0,85.0,À Vendre,25 janvier 2020,0.0
"Sousse, Autres villes",Appartements,2.0,1.0,80.0,À Louer,25 janvier 2020,800.0
"Sousse, Akouda",Terrains et Fermes,,,,,25 janvier 2020,150000.0
"Sousse, Akouda",Terrains et Fermes,,,,,25 janvier 2020,0.0
"Sousse, Sousse",Appartements,2.0,1.0,100.0,À Louer,25 janvier 2020,550.0
"Sousse, Autres villes",Appartements,4.0,1.0,130.0,À Vendre,25 janvier 2020,220000.0
"Sousse, Sousse",Maisons et Villas,3.0,2.0,450.0,À Louer,25 janvier 2020,0.0
"Sousse, Hergla",Appartements,2.0,2.0,144.0,À Vendre,25 janvier 2020,230000.0
"Sousse, Sousse Jawhara",Appartements,1.0,1.0,131.0,À Vendre,25 janvier 2020,137000.0
"Sousse, Sousse Riadh",Maisons et Villas,2.0,1.0,888888.0,À Louer,25 janvier 2020,0.0
"Sousse, Kalaâ Sghira",Maisons et Villas,3.0,1.0,1.0,À Vendre,25 janvier 2020,85000.0
"Sousse, Sahloul",Terrains et Fermes,,,,,25 janvier 2020,350000.0
"Sousse, Sahloul",Maisons et Villas,3.0,1.0,400.0,À Vendre,25 janvier 2020,580000.0
"Sousse, Sousse Médina",Appartements,2.0,2.0,140.0,À Vendre,25 janvier 2020,280000.0
"Sousse, M'saken",Terrains et Fermes,,,,,25 janvier 2020,150000.0
"Sousse, Sahloul",Appartements,2.0,1.0,90.0,À Louer,25 janvier 2020,800.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,103.0,À Vendre,25 janvier 2020,201000.0
"Sousse, Autres villes",Appartements,3.0,2.0,113.0,À Vendre,25 janvier 2020,240000.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,100.0,À Louer,25 janvier 2020,1000.0
"Sousse, Sahloul",Appartements,2.0,1.0,100.0,À Vendre,25 janvier 2020,240000.0
"Sousse, Autres villes",Appartements,1.0,1.0,1.0,À Louer,25 janvier 2020,350.0
"Sousse, Akouda",Appartements,1.0,1.0,100.0,À Louer,25 janvier 2020,350.0
"Sousse, Sousse Jawhara",Appartements,1.0,1.0,50.0,À Louer,25 janvier 2020,300.0
"Sousse, Sahloul",Appartements,3.0,1.0,130.0,À Louer,25 janvier 2020,850.0
"Sousse, Akouda",Terrains et Fermes,,,,,25 janvier 2020,282500.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,102.0,À Vendre,25 janvier 2020,170000.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,100.0,À Louer,25 janvier 2020,1400.0
"Sousse, Sousse Jawhara",Appartements,3.0,1.0,145.0,À Louer,25 janvier 2020,700.0
"Sousse, Kantaoui",Appartements,2.0,2.0,120.0,À Louer,25 janvier 2020,1300.0
"Sousse, Sousse",Appartements,2.0,1.0,95.0,À Louer,25 janvier 2020,600.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,95.0,À Louer,25 janvier 2020,480.0
"Sousse, Akouda",Appartements,1.0,1.0,50.0,À Louer,25 janvier 2020,1500.0
"Sousse, Sahloul",Appartements,2.0,1.0,116.0,À Vendre,25 janvier 2020,250000.0
"Sousse, Hammam Sousse","Magasins, Commerces et Locaux industriels",1.0,25.0,,À Vendre,25 janvier 2020,90000.0
"Sousse, Hammam Sousse",Appartements,3.0,1.0,115.0,À Louer,25 janvier 2020,800.0
"Sousse, Hammam Sousse",Autre Immobilier,,,,,25 janvier 2020,1000.0
"Sousse, Akouda",Maisons et Villas,5.0,3.0,400.0,À Louer,25 janvier 2020,1500.0
"Sousse, Sousse",Maisons et Villas,3.0,1.0,557.0,À Vendre,25 janvier 2020,710000.0
"Sousse, Sahloul",Bureaux et Plateaux,3.0,1.0,120.0,À Louer,25 janvier 2020,150.0
"Sousse, Sousse Sidi Abdelhamid","Magasins, Commerces et Locaux industriels",1.0,1.0,500.0,À Louer,25 janvier 2020,1500.0
"Sousse, Sousse Riadh",Terrains et Fermes,,,,,25 janvier 2020,110000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,25 janvier 2020,500000.0
"Sousse, Sousse Jawhara",Terrains et Fermes,,,,,25 janvier 2020,546000.0
"Sousse, Hammam Sousse",Appartements,3.0,2.0,150.0,À Louer,25 janvier 2020,1100.0
"Sousse, Hergla",Maisons et Villas,4.0,1.0,207.0,À Vendre,25 janvier 2020,420000.0
"Sousse, Kantaoui",Appartements,1.0,1.0,110.0,À Vendre,25 janvier 2020,330000.0
"Sousse, Sahloul",Appartements,2.0,2.0,136.0,À Vendre,25 janvier 2020,272000.0
"Sousse, Sahloul",Appartements,2.0,1.0,80.0,À Louer,25 janvier 2020,550.0
"Sousse, Akouda",Appartements,2.0,1.0,100.0,À Vendre,25 janvier 2020,230000.0
"Sousse, Sahloul",Appartements,2.0,1.0,107.0,À Vendre,25 janvier 2020,239000.0
"Sousse, Kantaoui",Appartements,1.0,1.0,60.0,À Louer,25 janvier 2020,550.0
"Sousse, Hammam Sousse",Appartements,2.0,1.0,150.0,À Louer,25 janvier 2020,750.0
"Sousse, Kantaoui","Magasins, Commerces et Locaux industriels",2.0,640.0,,À Vendre,25 janvier 2020,400000.0
"Sousse, Sousse Jawhara",Maisons et Villas,3.0,464.0,,À Vendre,25 janvier 2020,0.0
"Sousse, Hammam Sousse",Appartements,2.0,2.0,140.0,À Louer,25 janvier 2020,900.0
"Sousse, Autres villes",Appartements,3.0,2.0,120.0,À Louer,25 janvier 2020,850.0
"Sousse, Sahloul",Appartements,3.0,2.0,130.0,À Louer,25 janvier 2020,1000.0
"Sousse, Kantaoui",Appartements,2.0,1.0,75.0,À Louer,25 janvier 2020,1000.0
"Sousse, Hammam Sousse",Maisons et Villas,3.0,2.0,210.0,À Vendre,25 janvier 2020,350000.0
"Sousse, Autres villes",Appartements,1.0,1.0,25.0,À Louer,25 janvier 2020,250.0
"Sousse, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,1.0
"Sousse, Autres villes",Maisons et Villas,2.0,1.0,200.0,À Vendre,25 janvier 2020,0.0
"Sousse, Sousse","Magasins, Commerces et Locaux industriels",-1.0,1.0,60.0,À Vendre,25 janvier 2020,0.0
"Sousse, Sousse",Maisons et Villas,3.0,1.0,211.0,À Vendre,25 janvier 2020,260000.0
"Sousse, Sousse",Terrains et Fermes,,,,,25 janvier 2020,0.0
"Sousse, Autres villes",Appartements,2.0,1.0,133.0,À Vendre,24 janvier 2020,247000.0
"Sousse, Autres villes",Appartements,2.0,1.0,100.0,À Louer,24 janvier 2020,750.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,85.0,À Vendre,24 janvier 2020,70000.0
"Sousse, Kalaâ Kebira",Terrains et Fermes,,,,,24 janvier 2020,0.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,80.0,À Louer,24 janvier 2020,0.0
"Sousse, Sousse Jawhara",Appartements,3.0,3.0,148.0,À Vendre,24 janvier 2020,340000.0
"Sousse, Hergla",Appartements,1.0,1.0,60.0,À Louer,24 janvier 2020,700.0
"Sousse, Sousse",Appartements,1.0,1.0,40.0,À Louer,24 janvier 2020,400.0
"Sousse, Akouda",Terrains et Fermes,,,,,24 janvier 2020,350.0
"Sousse, Sousse","Magasins, Commerces et Locaux industriels",1.0,1.0,25.0,À Vendre,24 janvier 2020,0.0
"Sousse, Sousse",Appartements,2.0,1.0,111.0,À Vendre,24 janvier 2020,388500.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,100.0,À Louer,24 janvier 2020,850.0
"Sousse, Sousse",Bureaux et Plateaux,3.0,1.0,145.0,À Louer,24 janvier 2020,1300.0
"Sousse, Sousse Jawhara",Appartements,2.0,1.0,230.0,À Louer,24 janvier 2020,1800.0
"Sousse, Akouda",Appartements,2.0,1.0,101.0,À Vendre,24 janvier 2020,220000.0
"Sousse, Kantaoui","Magasins, Commerces et Locaux industriels",1.0,1.0,150.0,À Louer,24 janvier 2020,0.0
"Sousse, Hammam Sousse",Maisons et Villas,2.0,1.0,200.0,À Louer,24 janvier 2020,1800.0
"Sousse, Sousse Jawhara",Maisons et Villas,4.0,2.0,341.0,À Vendre,24 janvier 2020,520000.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,75.0,À Vendre,24 janvier 2020,105000.0
"Sousse, Sousse Jawhara",Maisons et Villas,4.0,1.0,200.0,À Louer,24 janvier 2020,1000.0
"Sousse, Sousse Riadh",Appartements,2.0,1.0,104.0,À Vendre,24 janvier 2020,212000.0
"Sousse, Sahloul",Terrains et Fermes,,,,,24 janvier 2020,0.0
"Sousse, Sahloul",Appartements,2.0,1.0,133.0,À Vendre,24 janvier 2020,247000.0
"Sousse, Sahloul",Maisons et Villas,2.0,1.0,150.0,À Vendre,24 janvier 2020,200000.0
"Sousse, Kantaoui",Locations de vacances,1.0,1.0,77.0,À Louer,24 janvier 2020,60.0
